,player_id,player,tournament_id,tournament,course,city,state,purse,no_cut,finish,position,made_cut,rounds_played,strokes,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
2539,257,Matt Kuchar,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T7,7.0,True,4,263,0.7,0.78,0.09,0.61,1.47,2.17
2540,3351,Marc Leishman,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T36,36.0,True,4,269,0.05,-0.06,0.28,0.4,0.62,0.67
2541,9530,Maverick McNealy,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T27,27.0,True,4,268,-0.23,-0.58,0.62,1.11,1.15,0.92
2542,3688,Michael Thompson,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T5,5.0,True,4,262,0.62,0.71,1.63,-0.54,1.8,2.42
2543,6151,Martin Trainer,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,142,0.42,0.37,-2.84,-0.82,-3.29,-2.87
2544,10048,Nick Hardy,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,136,1.0,-0.59,-0.97,0.69,-0.88,0.13
2545,1600,Nate Lashley,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,139,-1.72,-0.55,1.44,-0.55,0.35,-1.37
2546,10831,Paul Barjon,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T48,48.0,True,4,272,-0.01,-1.39,0.45,0.87,-0.07,-0.08
2547,3980,Patton Kizzire,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T42,42.0,True,4,271,0.4,-0.97,0.87,-0.13,-0.23,0.17
2548,5692,Peter Malnati,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,141,-1.14,0.96,-1.44,-0.75,-1.23,-2.37
2550,1750,Ryan Armour,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T20,20.0,True,4,267,-0.41,-0.18,1.59,0.17,1.58,1.17
2551,5409,Russell Henley,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,2,2.0,True,4,257,1.47,-0.15,1.66,0.68,2.2,3.67
2552,4350033,Rikuya Hoshino,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,140,-1.43,-0.26,0.11,-0.3,-0.45,-1.87
2553,4483,Russell Knox,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T7,7.0,True,4,263,0.4,0.19,1.27,0.31,1.77,2.17
2554,809,Ryan Moore,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,138,-1.36,0.14,0.18,0.17,0.49,-0.87
2555,962,Ryan Palmer,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T12,12.0,True,4,265,0.02,0.3,0.41,0.95,1.65,1.67
2556,377,Rory Sabbatini,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,136,-0.58,-0.04,-0.61,1.36,0.71,0.13
2557,6090,Roger Sloan,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,138,0.3,0.01,-0.45,-0.73,-1.18,-0.87
2558,5619,Robert Streb,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,139,2.12,-0.14,-2.57,-0.78,-3.49,-1.37
2559,9804,Richy Werenski,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,141,-0.55,-0.93,0.24,-1.14,-1.83,-2.37
2560,78,Stewart Cink,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T36,36.0,True,4,269,0.9,0.19,-0.36,-0.05,-0.23,0.67
2561,1195,Scott Gutschewski,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,136,-1.14,1.27,-0.7,0.69,1.26,0.13
2562,11382,Sungjae Im,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,138,-0.69,-0.08,-1.17,1.06,-0.19,-0.87
2563,6937,Stephan Jaeger,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,138,-0.83,-0.01,1.24,-1.27,-0.04,-0.87
2564,4449,Sung Kang,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,136,1.53,0.08,-1.69,0.21,-1.4,0.13
2565,7081,Si Woo Kim,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T55,55.0,True,4,273,-0.89,0.42,-0.32,0.47,0.56,-0.33
2566,9076,Satoshi Kodaira,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T12,12.0,True,4,265,0.45,0.21,1.0,0.02,1.22,1.67
2567,6001,Seamus Power,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T3,3.0,True,4,261,1.3,0.54,-0.04,0.87,1.37,2.67
2568,10932,Seth Reeves,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,141,-1.18,-0.4,-1.02,0.22,-1.19,-2.37
2569,7001,Sam Ryder,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,63,63.0,True,4,276,-0.4,0.34,-0.09,-0.93,-0.68,-1.08
2570,8961,Sepp Straka,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T42,42.0,True,4,271,0.07,-0.27,0.77,-0.4,0.1,0.17
2571,10980,Sahith Theegala,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T48,48.0,True,4,272,1.07,0.98,-1.06,-1.06,-1.15,-0.08
2572,9569,Tyler Duncan,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,139,-0.73,0.2,-0.4,-0.44,-0.64,-1.37
2573,9513,Talor Gooch,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T27,27.0,True,4,268,0.03,0.34,0.16,0.39,0.89,0.92
2574,6086,Tom Hoge,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,138,-0.55,0.05,-0.43,0.06,-0.32,-0.87
2575,4410612,Takumi Kanaya,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,137,0.48,-0.3,-0.58,0.03,-0.85,-0.37
2576,9626,Trey Mullinax,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,139,-1.72,-0.39,0.44,0.29,0.35,-1.37
2577,9658,Taylor Pendrith,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,141,-1.54,-0.21,-0.23,-0.4,-0.84,-2.37
2578,1185,Vaughn Taylor,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T42,42.0,True,4,271,-0.73,0.54,0.34,0.02,0.91,0.17
2579,4408315,Vincent Whaley,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T17,17.0,True,4,266,1.38,0.68,-0.3,-0.34,0.04,1.42
2580,10360,Wesley Bryan,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T27,27.0,True,4,268,1.02,0.11,0.72,-0.93,-0.1,0.92
2581,3532,William McGirt,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,139,-0.83,-0.22,0.1,-0.42,-0.55,-1.37
2582,1614,Webb Simpson,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,T61,61.0,True,4,275,0.21,0.32,-0.71,-0.65,-1.04,-0.83
2583,686,Zach Johnson,401353204,Sony Open in Hawaii,Waialae CC,Honolulu,HI,7.5,False,CUT,0.0,False,2,136,0.18,0.17,-0.13,-0.1,-0.06,0.13
2584,9261,Abraham Ancer,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T35,35.0,True,4,282,-0.69,-0.53,-0.66,-0.4,-1.59,-2.28
2586,4383,Branden Grace,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T33,33.0,True,4,279,-0.56,-0.7,-0.01,-0.26,-0.97,-1.53
2587,1651,Billy Horschel,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T23,23.0,True,4,275,0.8,0.82,-2.1,-0.06,-1.34,-0.53
2588,6798,Brooks Koepka,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T28,28.0,True,4,277,-0.89,0.39,0.37,-0.9,-0.14,-1.03
2589,10863,Cameron Davis,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T10,10.0,True,4,269,0.18,0.21,0.0,0.58,0.79,0.97
2590,10592,Collin Morikawa,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T5,5.0,True,4,267,0.11,-0.43,0.87,0.91,1.35,1.47
2591,9131,Cameron Smith,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,1,1.0,True,4,258,1.62,0.42,0.68,1.0,2.1,3.72
2592,9025,Daniel Berger,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T5,5.0,True,4,267,-0.94,0.36,1.6,0.44,2.4,1.47
2594,11393,Garrick Higgo,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T25,25.0,True,4,276,-0.34,-0.4,0.29,-0.33,-0.44,-0.78
2595,5408,Harris English,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T30,30.0,True,4,278,-0.29,0.53,-0.19,-1.33,-0.99,-1.28
2596,5860,Hideki Matsuyama,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T13,13.0,True,4,271,-0.52,0.45,0.88,-0.33,0.99,0.47
2597,6196,Joel Dahmen,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T28,28.0,True,4,277,-0.47,-0.89,0.08,0.25,-0.56,-1.03
2598,3317,Jason Kokrak,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,38,38.0,True,4,285,-1.31,-0.17,-1.07,-0.48,-1.72,-3.03
2599,9780,Jon Rahm,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,2,2.0,True,4,259,1.07,0.43,1.31,0.66,2.4,3.47
2600,5467,Jordan Spieth,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T21,21.0,True,4,274,0.58,0.09,-0.87,-0.08,-0.86,-0.28
2601,4848,Justin Thomas,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T5,5.0,True,4,267,-0.14,0.53,0.31,0.76,1.61,1.47
2602,2552,Kevin Kisner,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T8,8.0,True,4,268,1.35,0.06,0.68,-0.87,-0.13,1.22
2603,7083,Kyoung-Hoon Lee,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T33,33.0,True,4,279,-0.65,-0.41,-0.8,0.33,-0.88,-1.53
2604,318,Kevin Na,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T13,13.0,True,4,271,-0.13,0.11,0.63,-0.14,0.59,0.47
2605,676,Lucas Glover,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T35,35.0,True,4,282,-1.98,0.4,-1.25,0.55,-0.31,-2.28
2606,10343,Lucas Herbert,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,37,37.0,True,4,284,0.77,0.0,-1.89,-1.66,-3.55,-2.78
2607,8973,Max Homa,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T15,15.0,True,4,272,0.89,-0.43,-0.25,0.01,-0.67,0.22
2608,1367,Matt Jones,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,3,3.0,True,4,260,1.58,0.73,0.23,0.67,1.63,3.22
2609,3351,Marc Leishman,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T10,10.0,True,4,269,0.71,-0.39,0.53,0.12,0.26,0.97
2610,6007,Patrick Cantlay,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,4,4.0,True,4,266,0.23,0.01,0.89,0.58,1.48,1.72
2611,308,Phil Mickelson,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T30,30.0,True,4,278,-0.15,0.05,-0.73,-0.44,-1.13,-1.28
2612,5579,Patrick Reed,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T15,15.0,True,4,272,1.2,-0.07,0.05,-0.96,-0.98,0.22
2613,9938,Sam Burns,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T19,19.0,True,4,273,0.29,0.17,-0.32,-0.17,-0.32,-0.03
2614,78,Stewart Cink,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T21,21.0,True,4,274,-0.97,-0.03,0.16,0.56,0.69,-0.28
2615,11382,Sungjae Im,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T8,8.0,True,4,268,0.52,0.1,0.01,0.59,0.69,1.22
2616,7081,Si Woo Kim,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T23,23.0,True,4,275,0.14,0.26,-1.35,0.42,-0.67,-0.53
2617,6001,Seamus Power,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T15,15.0,True,4,272,-0.21,0.04,0.34,0.04,0.43,0.22
2618,2230,Tony Finau,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T19,19.0,True,4,273,-0.53,0.06,0.08,0.36,0.5,-0.03
2619,9513,Talor Gooch,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T15,15.0,True,4,272,-0.59,0.27,0.18,0.35,0.8,0.22
2620,4364873,Viktor Hovland,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,T30,30.0,True,4,278,-0.81,-1.55,1.03,0.04,-0.48,-1.28
2621,10140,Xander Schauffele,401353203,Sentry Tournament of Champions,Kapalua Resort,Kapalua,HI,8.2,True,12,12.0,True,4,270,0.55,0.19,-0.07,0.04,0.16,0.72
2642,9517,Austin Cook,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,146,-2.0,-0.65,0.99,-5.04,-4.69,-3.51
2643,5548,Adam Hadwin,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T51,51.0,True,4,278,0.63,0.08,-0.71,-0.43,-1.07,0.09
2644,4989,Anirban Lahiri,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,141,-0.65,0.03,-1.58,0.16,-1.39,-0.67
2645,4682,Andrew Landry,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,143,-2.86,-1.21,0.33,-0.29,-1.18,-1.67
2646,6015,Adam Long,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T16,16.0,True,4,271,2.41,-0.53,-0.37,0.38,-0.52,1.84
2647,3832,Alexander Noren,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,143,-0.49,-0.04,-2.94,-1.22,-4.2,-2.01
2648,5502,Andrew Putnam,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,141,-0.6,-0.04,0.99,-0.04,0.91,-1.01
2649,10906,Aaron Rai,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T16,16.0,True,4,271,0.34,-0.52,1.88,0.52,1.88,1.84
2650,388,Adam Scott,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T37,37.0,True,4,275,-0.45,-0.45,0.45,0.79,0.79,0.67
2651,9484,Alex Smalley,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,139,-1.5,-0.56,-0.1,1.46,0.81,-0.01
2652,9127,Adam Svensson,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,139,2.54,-0.4,-0.49,1.31,0.42,0.33
2653,1626,Bronson Burgoon,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,139,-0.38,0.72,0.47,-1.49,-0.31,-0.01
2654,693,Ben Crane,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,143,0.24,-0.18,1.59,0.31,1.72,-1.67
2655,2283,Brice Garnett,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,139,-0.1,-0.37,-0.24,1.03,0.41,-0.01
2656,159,Brian Gay,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T40,40.0,True,4,276,0.91,0.11,-0.03,-0.32,-0.24,0.42
2657,4383,Branden Grace,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,142,-0.67,-0.95,-2.39,-0.03,-3.37,-1.17
2658,774,Bill Haas,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T47,47.0,True,4,277,-0.14,0.04,-0.04,-0.64,-0.64,0.34
2659,9584,Brandon Hagy,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,139,3.48,1.16,-0.7,-1.63,-1.17,-0.01
2660,1225,Brian Harman,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T61,61.0,True,4,280,0.44,-0.6,-0.5,-0.34,-1.44,-0.58
2661,1222,Brandt Snedeker,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T47,47.0,True,4,277,0.23,0.23,0.67,-0.91,-0.01,0.34
2662,3596,Brendan Steele,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T51,51.0,True,4,278,-1.26,-0.75,-0.41,1.1,-0.07,-0.08
2663,3599,Brian Stuard,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,139,-0.62,0.3,1.5,-0.21,1.58,0.33
2664,3454,Brendon Todd,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,139,-0.92,1.31,1.47,-1.55,1.23,-0.01
2665,4355673,Brandon Wu,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,147,0.42,0.23,-2.62,-1.07,-3.46,-3.67
2666,9126,Corey Conners,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T22,22.0,True,4,272,-0.18,-0.56,1.4,0.68,1.51,1.42
2667,10863,Cameron Davis,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,143,0.04,1.47,0.8,-1.34,0.92,-1.67
2668,5704,Chesson Hadley,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,139,1.23,0.33,1.72,0.03,2.08,-0.01
2669,208,Charles Howell III,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T16,16.0,True,4,271,0.84,0.43,-0.14,1.1,1.38,1.84
2670,3449,Chris Kirk,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,141,-1.63,0.3,0.44,0.19,0.93,-1.01
2671,769,Chez Reavie,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T26,26.0,True,4,273,-0.95,-0.1,1.19,-0.25,0.84,1.34
2672,9131,Cameron Smith,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T4,4.0,True,4,267,1.15,0.52,1.51,-0.17,1.86,2.67
2673,1352,Chris Stroud,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,143,-1.37,-1.58,-1.76,-0.33,-3.67,-1.67
2674,9687,Curtis Thompson,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,146,-1.13,-0.26,-1.28,0.64,-0.91,-3.17
2675,1264,Camilo Villegas,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,143,-0.24,0.2,-1.36,-0.64,-1.8,-1.67
2676,4425906,Cameron Young,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T29,29.0,True,4,274,0.85,-0.3,-0.14,0.26,-0.18,0.92
2677,5167,Dylan Frittelli,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,149,-0.47,-1.0,-1.02,-0.21,-2.23,-5.01
2678,11456,Doug Ghim,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T40,40.0,True,4,276,-0.43,0.26,-0.41,0.59,0.44,0.42
2679,928,David Hearn,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,142,-1.04,-0.8,-0.91,-0.29,-2.0,-1.17
2680,3950,Danny Lee,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,140,-0.73,-0.32,0.06,0.96,0.69,-0.17
2681,6701,David Lipsky,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,139,-1.91,0.06,0.29,0.86,1.22,-0.01
2682,278,Davis Love III,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,68,68.0,True,4,283,-0.58,-0.47,-1.08,0.36,-1.19,-1.16
2683,10054,Denny McCarthy,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T10,10.0,True,4,269,1.85,0.34,0.75,-0.28,0.82,2.17
2684,11448,Doc Redman,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,140,-3.37,-0.99,-0.14,0.46,-0.67,-0.17
2685,10058,Davis Riley,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,140,-0.95,-0.59,-0.42,1.27,0.26,-0.51
2686,4602218,Davis Thompson,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,144,-2.86,-0.75,2.94,-1.37,0.82,-2.17
2687,431,D.J. Trahan,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,139,1.8,0.67,1.29,-0.79,1.16,0.33
2689,4423323,Dylan Wu,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T51,51.0,True,4,278,0.52,-0.91,0.72,-1.11,-1.3,0.09
2690,5882,Emiliano Grillo,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,140,-0.11,-0.32,-0.12,-1.14,-1.58,-0.51
2692,11333,Greyson Sigg,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,139,-0.15,0.0,1.6,1.11,2.46,-0.01
2693,4364752,Hayden Buckley,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,139,0.33,-2.09,1.37,-0.3,-1.02,-0.01
2694,5408,Harris English,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,139,1.12,-0.56,-1.5,1.91,-0.16,0.33
2695,4844,Harry Higgs,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,141,0.17,0.06,-4.78,0.86,-3.86,-1.01
2696,11387,Hank Lebioda,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,144,0.02,1.03,0.42,0.83,2.29,-2.51
2697,5573,Henrik Norlander,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,142,-1.85,-0.51,-0.52,1.18,0.16,-1.51
2698,5504,Hudson Swafford,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,143,-1.63,-0.7,3.71,-1.43,1.59,-1.67
2699,3856,Jonas Blixt,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,150,-2.11,-0.17,-0.44,0.69,0.07,-5.17
2700,5902,Joseph Bramlett,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,146,-2.8,-0.55,-1.38,0.03,-1.89,-3.51
2701,508,Jonathan Byrd,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T37,37.0,True,4,275,0.64,0.8,0.68,-1.45,0.03,0.67
2702,6196,Joel Dahmen,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T29,29.0,True,4,274,1.36,-0.57,-0.31,0.86,-0.02,0.92
2703,1680,Jason Day,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,139,0.04,0.88,-0.17,1.21,1.92,0.33
2704,3598,Jim Herman,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T47,47.0,True,4,277,-0.34,0.22,-0.54,-0.34,-0.66,0.17
2705,5797,John Huh,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T12,12.0,True,4,270,-0.28,0.19,0.42,0.35,0.95,1.92
2706,11099,Joaquin Niemann,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,142,-2.08,0.57,0.44,0.38,1.39,-1.51
2707,10505,J.T. Poston,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,146,-2.68,-0.25,0.11,-1.87,-2.01,-3.51
2708,569,Justin Rose,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T12,12.0,True,4,270,0.61,0.43,0.33,0.85,1.61,2.09
2709,10166,J.J. Spaun,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T16,16.0,True,4,271,0.57,0.67,0.02,0.41,1.1,1.67
2710,1030,Jhonattan Vegas,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T12,12.0,True,4,270,0.71,0.34,-0.46,0.63,0.51,2.09
2711,446,Jimmy Walker,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,145,-0.15,0.88,-0.22,-3.2,-2.54,-3.01
2712,5771,Kiradech Aphibarnrat,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,T70,70.0,True,4,285,-1.28,-0.7,-1.08,0.4,-1.38,-1.83
2713,4513,Keegan Bradley,401353202,The RSM Classic,Sea Island Resort,Sea Island,GA,7.2,False,CUT,0.0,False,2,148,-3.05,0.86,0.89,0.61,2.36,-4.51
